CUI1,STR1,CUI2,STR2
c0024301,lymphoma follicular,c0877880,ibritumomab tiuxetan
c0024301,follicular lymphoma,c0877880,ibritumomab tiuxetan
c0024301,follicular lymphoma nos,c0877880,ibritumomab tiuxetan
c0024301,lymphoma follicular,c0877880,ibritumomab tiuxetan
c0024305,lymphoma non hodgkins,c0000618,mercaptopurine
c0024305,non hodgkins lymphoma,c0000618,mercaptopurine
c0024305,nonhodgkins lymphoma,c0000618,mercaptopurine
c0024305,non hodgkins lymphoma,c0000618,mercaptopurine
c0024305,lymphoma non hodgkin,c0000618,mercaptopurine
c0024305,nonhodgkins lymphoma nos,c0000618,mercaptopurine
c0024305,lymphoma non hodgkins,c0000618,mercaptopurine
c0024305,non hodgkin lymphoma,c0000618,mercaptopurine
c0024305,nonhodgkins lymphoma,c0000618,mercaptopurine
c0024305,lymphoma non hodgkin,c0000618,mercaptopurine
c0024305,lymphoma nonhodgkin,c0000618,mercaptopurine
c0024305,nonhodgkin lymphoma,c0000618,mercaptopurine
c0024305,nonhodgkin lymphoma nos,c0000618,mercaptopurine
c0024305,lymphomanon hodgkins,c0000618,mercaptopurine
c0024305,nonhodgkins lymphoma nos,c0000618,mercaptopurine
c0024305,lymphoma nonhodgkins,c0000618,mercaptopurine
c0024305,lymphoma nonhodgkins,c0000618,mercaptopurine
c0024305,nonhodgkin lymphoma nos,c0000618,mercaptopurine
c0024305,lymphoma nonhodgkins,c0000618,mercaptopurine
c0024307,granulomatoses lymphomatoid,c0021735,interferon alpha-2b
c0024307,lymphomatoid granulomatoses,c0021735,interferon alpha-2b
c0024307,lymphomatoid granulomatosis,c0021735,interferon alpha-2b
c0024307,granulomatosis lymphomatoid,c0021735,interferon alpha-2b
c0024419,macroglobulinemia waldenstroms,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinemia,c0008163,chlorambucil
c0024419,macroglobulinemia waldenstrom,c0008163,chlorambucil
c0024419,waldenstrom macroglobulinemia,c0008163,chlorambucil
c0024419,waldenström macroglobulinaemia,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinaemia,c0008163,chlorambucil
c0024419,macroglobulinaemia waldenstroms,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinaemia,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinemia,c0008163,chlorambucil
c0024419,macroglobulinemia waldenstrom,c0008163,chlorambucil
c0024419,macroglobulinemia waldenstroms,c0008163,chlorambucil
c0024419,macroglobulinemia waldenstroms,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinaemias,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinemia nos,c0008163,chlorambucil
c0024419,waldenstroms macroglobulinaemia nos,c0008163,chlorambucil
c0024419,waldenström macroglobulinemia,c0008163,chlorambucil
c0024419,macroglobulinemia waldenström,c0008163,chlorambucil
c0024437,degeneration macular,c0021734,interferon alpha-2a
c0024437,macular degeneration,c0021734,interferon alpha-2a
c0024437,macular degenerations,c0021734,interferon alpha-2a
c0024437,degeneration macular,c0021734,interferon alpha-2a
c0024437,degenerationmacular,c0021734,interferon alpha-2a
c0024473,deficiencies magnesium,c0004011,aspartate magnesium hydrochloride
c0024473,magnesium deficiencies,c0004011,aspartate magnesium hydrochloride
c0024473,magnesium deficiency,c0004011,aspartate magnesium hydrochloride
c0024473,deficiency magnesium,c0004011,aspartate magnesium hydrochloride
c0024473,deficiency magnesium,c0004011,aspartate magnesium hydrochloride
c0024473,deficiency magnesium,c0004011,aspartate magnesium hydrochloride
c0024473,magnesium deficiency,c0004011,aspartate magnesium hydrochloride
c0024530,malaria,c0008241,proguanil
c0024530,malaria nos,c0008241,proguanil
c0024530,malarias,c0008241,proguanil
c0024530,malaria nos,c0008241,proguanil
c0024533,avian malaria,c0008269,chloroquine
c0024533,avian malarias,c0008269,chloroquine
c0024533,malaria avian,c0008269,chloroquine
c0024533,malarias avian,c0008269,chloroquine
c0024534,malaria cerebral,c0030899,pentoxifylline
c0024534,cerebral malaria,c0030899,pentoxifylline
c0024534,cerebral malaria nos,c0030899,pentoxifylline
c0024535,malaria falciparum,c0008241,proguanil
c0024535,falciparum malaria,c0008241,proguanil
c0024535,malaria falciparum,c0008241,proguanil
c0024537,malaria vivax,c0025153,mefloquine
c0024537,vivax malaria,c0025153,mefloquine
c0024537,malaria vivax,c0025153,mefloquine
c0024537,malaria vivax,c0025153,mefloquine
c0024586,carcinoid syndrome malignant,c0021735,interferon alpha-2b
c0024586,carcinoid syndromes malignant,c0021735,interferon alpha-2b
c0024586,malignant carcinoid syndrome,c0021735,interferon alpha-2b
c0024586,malignant carcinoid syndromes,c0021735,interferon alpha-2b
c0024586,syndromes malignant carcinoid,c0021735,interferon alpha-2b
c0024586,syndrome malignant carcinoid,c0021735,interferon alpha-2b
c0024591,malignant hyperpyrexia due to anesthesia,c0010976,dantrolene
c0024591,malignant hyperpyrexia due to anaesthesia,c0010976,dantrolene
c0024759,mansonelliases,c0022322,ivermectin
c0024759,mansonelliasis,c0022322,ivermectin
c0024790,nocturnal paroxysmal hemoglobinuria,c4550350,ravulizumab
c0024790,hemoglobinuria paroxysmal nocturnal,c4550350,ravulizumab
c0024790,hemoglobinuria nocturnal paroxysmal,c4550350,ravulizumab
c0024790,hemoglobinuria paroxysmal nocturnal,c4550350,ravulizumab
c0024790,paroxysmal nocturnal hemoglobinuria,c4550350,ravulizumab
c0024790,hemoglobinuria paroxysmal nocturnal,c4550350,ravulizumab
c0024790,paroxysmal hemoglobinuria nocturnal,c4550350,ravulizumab
c0024790,paroxysmal nocturnal haemoglobinuria,c4550350,ravulizumab
c0024790,hemoglobinuria paroxysmal nocturnal,c4550350,ravulizumab
c0024790,paroxysmal hemoglobinuria nocturnal,c4550350,ravulizumab
c0024899,mastocytosis,c0012694,cromolyn sodium
c0024899,mastocytoses,c0012694,cromolyn sodium
c0024899,mastocytosis nos,c0012694,cromolyn sodium
c0024959,maxillary sinusitides,c0055011,cefpodoxime
c0024959,sinusitides maxillary,c0055011,cefpodoxime
c0024959,maxillary sinusitis nos,c0055011,cefpodoxime
c0024959,maxillary sinusitis,c0055011,cefpodoxime
c0024959,maxillary sinusitis nos,c0055011,cefpodoxime
c0024959,sinusitis maxillary,c0055011,cefpodoxime
c0024959,maxillary sinusitis,c0055011,cefpodoxime
c0024959,sinusitis maxillary,c0055011,cefpodoxime
c0025149,medulloblastoma nos,c0007257,carmustine
c0025149,medulloblastoma,c0007257,carmustine
c0025149,medulloblastoma nos,c0007257,carmustine
c0025149,medulloblastomas,c0007257,carmustine
c0025202,melanoma,c0005739,bleomycin sulphate
c0025202,melanomas,c0005739,bleomycin sulphate
c0025202,melanoma nos,c0005739,bleomycin sulphate
c0025261,memory disorder,c0772125,ginkgo biloba extract
c0025261,memory disorders,c0772125,ginkgo biloba extract
c0025261,disorders memory,c0772125,ginkgo biloba extract
c0025261,disorder memory,c0772125,ginkgo biloba extract
c0025261,disorder memory,c0772125,ginkgo biloba extract
c0025261,memory disorder,c0772125,ginkgo biloba extract
c0025284,neoplasm meningeal,c0010711,cytarabine
c0025284,meningeal neoplasm,c0010711,cytarabine
c0025284,meningeal neoplasms,c0010711,cytarabine
c0025284,meningeal neoplasm nos,c0010711,cytarabine
c0025284,neoplasms meningeal,c0010711,cytarabine
c0025292,haemophilus meningitides,c0066005,meropenem
c0025292,haemophilus meningitis,c0066005,meropenem
c0025292,hemophilus meningitides,c0066005,meropenem
c0025292,meningitides haemophilus,c0066005,meropenem
c0025292,meningitides hemophilus,c0066005,meropenem
c0025292,meningitis haemophilus,c0066005,meropenem
c0025292,hemophilus meningitis,c0066005,meropenem
c0025292,meningitis haemophilus,c0066005,meropenem
c0025292,meningitis hemophilus,c0066005,meropenem
c0025292,meningitis hemophilus,c0066005,meropenem
c0025292,haemophilus meningitis,c0066005,meropenem
c0025292,hemophilus meningitis,c0066005,meropenem
c0025292,meningitis haemophilus,c0066005,meropenem
c0025292,meningitis hemophilus,c0066005,meropenem
c0025294,meningitis meningococcal,c0008168,chloramphenicol
c0025294,meningococcal meningitis,c0008168,chloramphenicol
c0025294,meningitis meningococcal,c0008168,chloramphenicol
c0025294,meningitismeningococcal,c0008168,chloramphenicol
c0025295,meningitis pneumococcal,c0042313,vancomycin
c0025295,pneumococcal meningitides,c0042313,vancomycin
c0025295,pneumococcal meningitis,c0042313,vancomycin
c0025295,meningitis pneumococcal,c0042313,vancomycin
c0025295,meningitis pneumococcal,c0042313,vancomycin
c0025295,pneumococcal meningitis,c0042313,vancomycin
c0025303,meningococcal infections,c0002680,ampicillin
c0025303,infection meningococcal,c0002680,ampicillin
c0025303,meningococcal infection,c0002680,ampicillin
c0025303,meningococcal infection nos,c0002680,ampicillin
c0025303,infectionmeningococcal,c0002680,ampicillin
c0025303,infections meningococcal,c0002680,ampicillin
c0025303,infection meningococcal,c0002680,ampicillin
c0025303,meningococcal infection,c0002680,ampicillin
c0025303,meningococcal infection nos,c0002680,ampicillin
c0025320,menopause,c0004954,"alkaloids, belladonna"
c0025320,menopause nos,c0004954,"alkaloids, belladonna"
c0025322,menopause premature,c0008275,chlorotrianisene
c0025322,premature menopause,c0008275,chlorotrianisene
c0025322,menopause premature,c0008275,chlorotrianisene
c0025322,premature menopause nos,c0008275,chlorotrianisene
c0025322,prematuremenopause,c0008275,chlorotrianisene
c0025322,menopause  premature,c0008275,chlorotrianisene
c0025323,menorrhagia,c0014912,estradiol
c0025323,menorrhagia nos,c0014912,estradiol
c0025345,menstruation disturbances,c0013340,dydrogesterone
c0025345,disturbance menstruation,c0013340,dydrogesterone
c0025345,disturbances menstruation,c0013340,dydrogesterone
c0025345,menstruation disturbance,c0013340,dydrogesterone
c0025427,mercury poisoning,c0030817,penicillamine
c0025427,mercury poisonings,c0030817,penicillamine
c0025427,poisonings mercury,c0030817,penicillamine
c0025427,poisoning by mercury,c0030817,penicillamine
c0025427,mercury poisons,c0030817,penicillamine
c0025427,mercury poison,c0030817,penicillamine
c0025427,poisoning mercury,c0030817,penicillamine
c0025427,poisoning mercury,c0030817,penicillamine
c0025500,mesotheliomas,c0546861,doxorubicin hydrochloride
c0025500,mesothelioma,c0546861,doxorubicin hydrochloride
c0025500,mesothelioma nos,c0546861,doxorubicin hydrochloride
c0025517,disease metabolic,c0002615,ammonium chloride
c0025517,metabolic diseases,c0002615,ammonium chloride
c0025517,metabolic disease nos,c0002615,ammonium chloride
c0025517,metabolic disease,c0002615,ammonium chloride
c0025517,diseases metabolic,c0002615,ammonium chloride
c0025517,diseasemetabolic,c0002615,ammonium chloride
c0025521,error inborn metabolism,c0005575,biotin
c0025521,errors metabolism inborn,c0005575,biotin
c0025521,errors metabolisms inborn,c0005575,biotin
c0025521,errors inborn metabolism,c0005575,biotin
c0025521,inborn errors metabolism,c0005575,biotin
c0025521,inborn errors metabolisms,c0005575,biotin
c0025521,inborn metabolism error,c0005575,biotin
c0025521,inborn metabolism errors,c0005575,biotin
c0025521,metabolism error inborn,c0005575,biotin
c0025521,metabolism inborn error,c0005575,biotin
c0025521,metabolism inborn errors,c0005575,biotin
c0025521,metabolism inborn errors,c0005575,biotin
c0025521,metabolisms inborn errors,c0005575,biotin
c0025521,inborn error of metabolism nos,c0005575,biotin
c0025521,inborn errors of metabolism,c0005575,biotin
c0025521,inborn error of metabolism,c0005575,biotin
c0025521,inborn error metabolism,c0005575,biotin
c0025521,errors inborn metabolism,c0005575,biotin
c0025521,metabolism inborn errors of,c0005575,biotin
c0025521,inborn error of metabolism nos,c0005575,biotin
c0025521,metabolism errors inborn,c0005575,biotin
c0025637,methemoglobinemias,c0003968,"acid, ascorbic"
c0025637,methaemoglobinaemia,c0003968,"acid, ascorbic"
c0025637,methemoglobinemia,c0003968,"acid, ascorbic"
c0025637,methemoglobinemia nos,c0003968,"acid, ascorbic"
c0025637,methemoglobinemia nos,c0003968,"acid, ascorbic"
c0025637,methaemoglobinaemia nos,c0003968,"acid, ascorbic"
c0026205,miosis disorder,c0016377,flurbiprofen
c0026205,miosis disorder,c0016377,flurbiprofen
c0026393,molluscum contagiosum,c0006886,cantharidin
c0026393,contagiosum molluscum,c0006886,cantharidin
c0026603,motion sickness,c0004963,"hydrochloride, diphenhydramine"
c0026603,sickness motion,c0004963,"hydrochloride, diphenhydramine"
c0026603,motion sickness nos,c0004963,"hydrochloride, diphenhydramine"
c0026603,motion sickness nos,c0004963,"hydrochloride, diphenhydramine"
c0026636,diseases mouth,c0023660,lidocaine
c0026636,mouth disease,c0023660,lidocaine
c0026636,mouth diseases,c0023660,lidocaine
c0026636,disease mouth,c0023660,lidocaine
c0026636,mouthdiseases,c0023660,lidocaine
c0026636,disease of mouth,c0023660,lidocaine
c0026705,mucopolysaccharidosis ii,c1739462,idursulfase
c0026707,mucopolysaccharidosis iv,c3817397,elosulfase alfa
c0026709,mucopolysaccharidosis vi,c1615657,galsulfase
c0026718,mucormycosis,c1832021,isavuconazole
c0026718,mucormycoses,c1832021,isavuconazole
c0026764,multiple myeloma,c0007257,carmustine
c0026764,multiple myelomas,c0007257,carmustine
c0026764,myelomas multiple,c0007257,carmustine
c0026764,myeloma multiple,c0007257,carmustine
c0026764,multiple myeloma nos,c0007257,carmustine
c0026764,myelomamultiples,c0007257,carmustine
c0026764,myeloma multiple,c0007257,carmustine
c0026764,myelomamultiple,c0007257,carmustine
c0026764,myelomamultiple,c0007257,carmustine
c0026764,myelomata multiple,c0007257,carmustine
c0026769,multiple sclerosis,c0000477,dalfampridine
c0026769,sclerosis multiple,c0000477,dalfampridine
c0026769,sclerosis multiple,c0000477,dalfampridine
c0026769,multiple sclerosis nos,c0000477,dalfampridine
c0026769,multiples sclerosis,c0000477,dalfampridine
c0026769,multiple sclerosis nos,c0000477,dalfampridine
c0026769,sclerosis multiple,c0000477,dalfampridine
c0026821,muscle cramps,c0007248,carisoprodol
c0026821,cramp muscle,c0007248,carisoprodol
c0026821,cramp in muscle nos,c0007248,carisoprodol
c0026821,cramp muscle,c0007248,carisoprodol
c0026821,cramps muscle,c0007248,carisoprodol
c0026821,muscle cramp,c0007248,carisoprodol
c0026821,muscle cramp nos,c0007248,carisoprodol
c0026821,muscles cramps,c0007248,carisoprodol
c0026821,muscles cramps,c0007248,carisoprodol
c0026821,muscle cramping,c0007248,carisoprodol
c0026821,cramp muscles,c0007248,carisoprodol
c0026821,cramping muscles,c0007248,carisoprodol
c0026821,crampsmuscles,c0007248,carisoprodol
c0026821,cramps muscles,c0007248,carisoprodol
c0026821,cramp in muscle,c0007248,carisoprodol
c0026821,cramps muscle,c0007248,carisoprodol
c0026837,muscle rigidity,c0004261,hyoscyamine sulfate
c0026837,rigidity muscle,c0004261,hyoscyamine sulfate
c0026837,rigidity muscle,c0004261,hyoscyamine sulfate
c0026837,muscles rigidity,c0004261,hyoscyamine sulfate
c0026837,rigidity muscles,c0004261,hyoscyamine sulfate
c0026838,muscle spasticity,c0004609,baclofen
c0026838,spasticity muscle,c0004609,baclofen
c0026838,spasticity muscle,c0004609,baclofen
c0026838,muscles spasticity,c0004609,baclofen
c0026847,atrophy spinal muscular,c4301236,nusinersen
c0026847,muscular atrophy spinal,c4301236,nusinersen
c0026847,spinal muscular atrophy nos,c4301236,nusinersen
c0026847,spinal muscular atrophy,c4301236,nusinersen
c0026847,atrophies muscular spinal,c4301236,nusinersen
c0026847,muscular spinal atrophy,c4301236,nusinersen
c0026847,atrophy muscular spinal,c4301236,nusinersen
c0026847,atrophy spinal muscular,c4301236,nusinersen
c0026847,muscular atrophy spinal,c4301236,nusinersen
c0026847,spinal muscular atrophy nos,c4301236,nusinersen
c0026858,musculoskeletal pain,c0077089,triethanolamine
c0026858,musculoskeletal pains,c0077089,triethanolamine
c0026858,pains musculoskeletal,c0077089,triethanolamine
c0026858,pain musculoskeletal,c0077089,triethanolamine
c0026858,painmusculoskeletal,c0077089,triethanolamine
c0026896,myasthenia gravis nos,c0002412,ambenonium
c0026896,myasthenia gravis,c0002412,ambenonium
c0026896,myasthenia gravis nos,c0002412,ambenonium
c0026896,gravis myasthenia,c0002412,ambenonium
c0026896,myasthenia gravis,c0002412,ambenonium
c0026914,mycobacterium avium complex,c0772396,amikacin sulfate liposomal
c0026916,infection mycobacterium avium intracellulare,c0008996,clofazimine
c0026916,infections mycobacterium aviumintracellulare,c0008996,clofazimine
c0026916,mycobacterium aviumintracellulare infection,c0008996,clofazimine
c0026916,mycobacterium aviumintracellulare infections,c0008996,clofazimine
c0026916,mycobacterium avium intracellulare infection,c0008996,clofazimine
c0026916,infection mycobacterium aviumintracellulare,c0008996,clofazimine
c0026918,infection mycobacterium,c0002499,amikacin
c0026918,mycobacterium infection,c0002499,amikacin
c0026918,infections mycobacterium,c0002499,amikacin
c0026918,mycobacterium infection,c0002499,amikacin
c0026918,infection mycobacterium,c0002499,amikacin
c0026918,mycobacterium infections,c0002499,amikacin
c0026919,nontuberculous mycobacterium infection,c0014964,ethambutol
c0026919,mycobacterium infection nontuberculous,c0014964,ethambutol
c0026919,mycobacterium infections nontuberculous,c0014964,ethambutol
c0026919,nontuberculous mycobacterium infections,c0014964,ethambutol
c0026936,infection mycoplasma,c0013090,doxycycline
c0026936,mycoplasma infection,c0013090,doxycycline
c0026936,mycoplasma infections,c0013090,doxycycline
c0026936,infection by mycoplasma nos,c0013090,doxycycline
c0026936,infection by mycoplasma,c0013090,doxycycline
c0026936,mycoplasma infection nos,c0013090,doxycycline
c0026936,infections mycoplasma,c0013090,doxycycline
c0026936,mycoplasma infection,c0013090,doxycycline
c0026936,infection mycoplasma,c0013090,doxycycline
c0026946,mycosis nos,c0002679,amphotericin b
c0026946,mycoses nos,c0002679,amphotericin b
c0026946,mycosis,c0002679,amphotericin b
c0026946,mycoses,c0002679,amphotericin b
c0026948,mycosis fungoides,c0010137,cortisone
c0026948,mycoses fungoides,c0010137,cortisone
c0026948,mycosis fungoides nos,c0010137,cortisone
c0026961,mydriasis,c0031923,pilocarpine
c0026961,mydriasis nos,c0031923,pilocarpine
c0026976,myelitis transverse,c0004609,baclofen
c0026976,myelitis transverse,c0004609,baclofen
c0026976,transverse myelitis nos,c0004609,baclofen
c0026976,transverse myelitis,c0004609,baclofen
c0026976,myelitis transverse,c0004609,baclofen
c0026976,transverse myelitis,c0004609,baclofen
c0027022,myeloproliferative disease nos,c0718066,sodium phenylbutyrate
c0027022,disease myeloproliferative,c0718066,sodium phenylbutyrate
c0027022,diseasemyeloproliferative,c0718066,sodium phenylbutyrate
c0027022,diseases myeloproliferative,c0718066,sodium phenylbutyrate
c0027022,myeloproliferative disease,c0718066,sodium phenylbutyrate
c0027051,infarctions myocardial,c0000946,acebutolol
c0027051,myocardial infarction,c0000946,acebutolol
c0027051,myocardial infarctions,c0000946,acebutolol
c0027051,infarction myocardial,c0000946,acebutolol
c0027051,myocardial infarction nos,c0000946,acebutolol
c0027051,infarctions myocardial,c0000946,acebutolol
c0027051,infarctionmyocardial,c0000946,acebutolol
c0027051,infarction myocardial,c0000946,acebutolol
c0027051,infarctions myocardial,c0000946,acebutolol
c0027051,myocardial infarction nos,c0000946,acebutolol
c0027055,injuries myocardial reperfusion,c0724601,insulin pork regular
c0027055,myocardial reperfusion injuries,c0724601,insulin pork regular
c0027055,myocardial reperfusion injury,c0724601,insulin pork regular
c0027055,reperfusion injuries myocardial,c0724601,insulin pork regular
c0027055,injury myocardial reperfusion,c0724601,insulin pork regular
c0027055,reperfusion injury myocardial,c0724601,insulin pork regular
c0027121,myositides,c0007248,carisoprodol
c0027121,myositis nos,c0007248,carisoprodol
c0027121,myositis,c0007248,carisoprodol
c0027121,myositis nos,c0007248,carisoprodol
c0027145,myxedema,c0040123,thyroglobulin
c0027145,myxedemas,c0040123,thyroglobulin
c0027145,myxoedema,c0040123,thyroglobulin
c0027145,myxedema nos,c0040123,thyroglobulin
c0027145,myxoedema nos,c0040123,thyroglobulin
c0027145,myxedema nos,c0040123,thyroglobulin
c0027404,narcolepsy,c0002658,amphetamine
c0027404,narcolepsy nos,c0002658,amphetamine
c0027404,narcolepsies,c0002658,amphetamine
c0027412,opioidrelated disorder nos,c0025605,methadone
c0027412,opioidrelated disorders,c0025605,methadone
c0027412,opioid related disorders,c0025605,methadone
c0027412,opioidrelated disorder,c0025605,methadone
c0027429,nasal obstruction present finding,c0078643,xylometazoline
c0027429,nasal obstruction present finding,c0078643,xylometazoline
c0027497,nausea,c0004963,"hydrochloride, diphenhydramine"
c0027497,nausea nos,c0004963,"hydrochloride, diphenhydramine"
c0027497,nauseas,c0004963,"hydrochloride, diphenhydramine"
c0027528,necatoriases,c0001911,albendazole
c0027528,necatoriasis,c0001911,albendazole
c0027540,necroses,c0031448,phentolamine
c0027540,necrosis nos,c0031448,phentolamine
c0027540,necrosis,c0031448,phentolamine
c0027540,necrosis nos,c0031448,phentolamine
c0027577,nelsons syndrome,c0010620,cyproheptadine
c0027577,nelson syndrome,c0010620,cyproheptadine
c0027577,nelsons syndrome,c0010620,cyproheptadine
c0027583,infection nematode,c0031957,"piperazine, nos"
c0027583,nematode infections,c0031957,"piperazine, nos"
c0027583,nematode infection,c0031957,"piperazine, nos"
c0027583,nematode infection nos,c0031957,"piperazine, nos"
c0027583,infections nematode,c0031957,"piperazine, nos"
c0027583,infections nematode,c0031957,"piperazine, nos"
c0027583,infection nematode,c0031957,"piperazine, nos"
c0027583,nematode infection,c0031957,"piperazine, nos"
c0027627,neoplasm metastasis,c0025033,mechlorethamine
c0027627,metastasis neoplasm,c0025033,mechlorethamine
c0027627,neoplasm metastases,c0025033,mechlorethamine
c0027627,metastases neoplasm,c0025033,mechlorethamine
c0027651,neoplasms,c0125903,linolenic acid
c0027651,neoplasm nos,c0125903,linolenic acid
c0027651,neoplasm,c0125903,linolenic acid
c0027651,neoplasm nos,c0125903,linolenic acid
c0027651,neoplasms nos,c0125903,linolenic acid
c0027651,neoplasms nos,c0125903,linolenic acid
c0027651,neoplasm nos,c0125903,linolenic acid
c0027658,neoplasms germ cell and embryonal,c0079083,carboplatin
c0027658,germ cell and embryonal neoplasms,c0079083,carboplatin
c0027659,experimental neoplasm,c0982057,carboxymethylcellulose calcium
c0027659,neoplasm experimental,c0982057,carboxymethylcellulose calcium
c0027659,neoplasms experimental,c0982057,carboxymethylcellulose calcium
c0027659,experimental neoplasms,c0982057,carboxymethylcellulose calcium
c0027661,hormone dependent neoplasms,c0002555,aminoglutethimide
c0027661,hormonedependent neoplasm,c0002555,aminoglutethimide
c0027661,neoplasm hormonedependent,c0002555,aminoglutethimide
c0027661,neoplasms hormone dependent,c0002555,aminoglutethimide
c0027661,neoplasms hormonedependent,c0002555,aminoglutethimide
c0027661,hormonedependent neoplasms,c0002555,aminoglutethimide
c0027697,nephritides,c0024480,magnesium sulfate
c0027697,nephritis,c0024480,magnesium sulfate
c0027697,nephritis nos,c0024480,magnesium sulfate
c0027697,nephritis nos,c0024480,magnesium sulfate
c0027708,nephroblastoma,c0010934,dactinomycin
c0027708,nephroblastomas,c0010934,dactinomycin
c0027708,nephroblastoma nos,c0010934,dactinomycin
c0027708,nephroblastoma nos,c0010934,dactinomycin
c0027726,nephrotic syndromes,c0001655,corticotrophins
c0027726,syndromes nephrotic,c0001655,corticotrophins
c0027726,nephrotic syndrome,c0001655,corticotrophins
c0027726,syndrome nephrotic,c0001655,corticotrophins
c0027726,syndrome nephrotic,c0001655,corticotrophins
c0027726,nephrotic syndrome nos,c0001655,corticotrophins
c0027726,nephrotic syndrome nos,c0001655,corticotrophins
c0027726,nephrotic syndrome,c0001655,corticotrophins
c0027726,syndrome nephrotic,c0001655,corticotrophins
c0027796,neuralgias,c0006931,capsaicin
c0027796,neuralgia,c0006931,capsaicin
c0027796,neuralgia nos,c0006931,capsaicin
c0027796,neuralgia nos,c0006931,capsaicin
c0027819,neuroblastoma,c0008838,cisplatin
c0027819,neuroblastomas,c0008838,cisplatin
c0027819,neuroblastoma nos,c0008838,cisplatin
c0027819,neuroblastoma nos,c0008838,cisplatin
c0027831,neurofibromatosis 1,c2980074,sélumétinib
c0027849,neuroleptic malignant syndrome,c0006230,bromocriptine
c0027849,neuroleptic malignant syndromes,c0006230,bromocriptine
c0027849,syndrome neuroleptic malignant,c0006230,bromocriptine
c0027849,syndromes neuroleptic malignant,c0006230,bromocriptine
c0027849,malignant neuroleptic syndrome,c0006230,bromocriptine
c0027849,malignant neuroleptic syndrome,c0006230,bromocriptine
c0027849,syndrome malignant neuroleptic,c0006230,bromocriptine
c0027854,manifestation neurologic,c0025815,methylprednisolone
c0027854,neurologic manifestations,c0025815,methylprednisolone
c0027854,neurologic manifestation,c0025815,methylprednisolone
c0027854,manifestations neurologic,c0025815,methylprednisolone
c0027873,neuromyelitis optica,c4519594,inebilizumab
c0027877,ceroid lipofuscinosis neuronal,c4475875,cerliponase alfa
c0027877,neuronal ceroid lipofuscinoses,c4475875,cerliponase alfa
c0027877,neuronal ceroidlipofuscinoses,c4475875,cerliponase alfa
c0027877,ceroid lipofuscinoses neuronal,c4475875,cerliponase alfa
c0027877,neuronal ceroid lipofuscinosis,c4475875,cerliponase alfa
c0027877,neuronal ceroidlipofuscinosis,c4475875,cerliponase alfa
c0027877,neuronal ceroid lipofuscinosis nos,c4475875,cerliponase alfa
c0027877,lipofuscinosis neuronal ceroid,c4475875,cerliponase alfa
c0027877,ceroidlipofuscinosis neuronal,c4475875,cerliponase alfa
c0027927,neurosyphilis,c0033209,probenecid
c0027927,neurosyphilis nos,c0033209,probenecid
c0027927,neurosyphilis nos,c0033209,probenecid
c0027947,neutropenias,c0002679,amphotericin b
c0027947,neutropenia,c0002679,amphotericin b
c0027947,neutropenia nos,c0002679,amphotericin b
c0027947,neutropenia nos,c0002679,amphotericin b
c0028077,nyctalopia,c0009213,cod liver oil
c0028242,infection nocardia,c0038675,sulfadiazine
c0028242,nocardia infection,c0038675,sulfadiazine
c0028242,nocardia infections,c0038675,sulfadiazine
c0028242,infections nocardia,c0038675,sulfadiazine
c0028242,nocardia infection,c0038675,sulfadiazine
c0028242,infection nocardia,c0038675,sulfadiazine
c0028326,noonan syndrome,c0169964,somatropin
c0028326,noonans syndrome,c0169964,somatropin
c0028326,noonans syndrome,c0169964,somatropin
c0028715,nutritional and metabolic diseases,c0000392,beta alanine
c0028734,nocturia,c0016225,flavoxate
c0028754,obesities,c0005096,benzphetamine
c0028754,obesity,c0005096,benzphetamine
c0028754,obesity nos,c0005096,benzphetamine
c0028754,obesity nos,c0005096,benzphetamine
c0028768,disorders obsessivecompulsive,c0008845,citalopram
c0028768,obsessivecompulsive disorder,c0008845,citalopram
c0028768,disorder obsessivecompulsive,c0008845,citalopram
c0028768,obsessive compulsive disorder,c0008845,citalopram
c0028768,obsessivecompulsive disorders,c0008845,citalopram
c0028768,obsessive compulsive disorder nos,c0008845,citalopram
c0028768,disorderobsessivecompulsive,c0008845,citalopram
c0028768,obsessivecompulsive disorder nos,c0008845,citalopram
c0028768,disorder obsessivecompulsive,c0008845,citalopram
c0028768,obsessivecompulsive disorder,c0008845,citalopram
c0028840,hypertensions ocular,c0024730,mannitol
c0028840,ocular hypertensions,c0024730,mannitol
c0028840,hypertension ocular,c0024730,mannitol
c0028840,ocular hypertension,c0024730,mannitol
c0028840,hypertension ocular,c0024730,mannitol
c0028840,hypertension ocular,c0024730,mannitol
c0028840,ocular hypertension,c0024730,mannitol
c0028887,oesophagostomiases,c0034235,pyrantel
c0028887,oesophagostomiasis,c0034235,pyrantel
c0028887,esophagostomiasis,c0034235,pyrantel
c0028961,oligurias,c0024730,mannitol
c0028961,oliguria,c0024730,mannitol
c0029001,onchocerciases,c0022322,ivermectin
c0029001,onchocerciasis,c0022322,ivermectin
c0029002,ocular onchocerciases,c0163557,moxidectin
c0029002,onchocerciases ocular,c0163557,moxidectin
