CUI|STR
C0055443|chloroprocaine (substance)
C0055447|chloroquine phosphate
C0055447|chloroquine diphosphate
C0055447|chloroquine phosphate (substance)
C0055447|chloroquine phosphate (medication)
C0055461|chloroxine
C0055461|5,7-dichlor-8-hydroxychinolin
C0055461|product containing chloroxine (medicinal product)
C0055461|product containing chloroxine
C0055461|chloroxine (substance)
C0055461|chloroxine product
C0055461|chloroxine (product)
C0055467|chlorphenesin carbamate
C0055467|chlorphenesin carbamate (medication)
C0055467|chlorphenesin carbamate (substance)
C0055568|cholic acid
C0055568|cholic acid (medication)
C0055568|product containing cholic acid (medicinal product)
C0055568|cholic acid (substance)
C0055573|choline salicylate
C0055573|product containing choline salicylate
C0055573|product containing choline salicylate (medicinal product)
C0055573|choline salicylate product (product)
C0055573|choline salicylate product
C0055573|choline salicylate (substance)
C0055573|choline salicylate (medication)
C0055578|oxtriphylline
C0055578|cholinophyllin
C0055578|product containing choline theophyllinate (medicinal product)
C0055578|product containing choline theophyllinate
C0055578|teofilinato de colina
C0055578|cholini theophyllinas
C0055578|theophyllinate de choline
C0055578|choline theophyllinate (product)
C0055578|choline theophyllinate product
C0055578|choline theophyllinate (substance)
C0055578|oxtriphylline product
C0055578|oxtriphylline (product)
C0055578|oxtriphylline (substance)
C0055578|choline theophyllinate (medication)
C0055578|oxtriphylline (medication)
C0055711|ciclopirox
C0055711|ciclopiroxum
C0055711|product containing ciclopirox (medicinal product)
C0055711|product containing ciclopirox
C0055711|ciclopirox product
C0055711|ciclopirox (product)
C0055711|ciclopirox (substance)
C0055711|ciclopirox (medication)
C0055723|cilazapril
C0055723|cilazaprilum
C0055723|product containing cilazapril (medicinal product)
C0055723|product containing cilazapril
C0055723|cilazapril product
C0055723|cilazapril (product)
C0055723|cilazapril (substance)
C0055723|cilazapril (medication)
C0055729|cilostazol
C0055729|cilostazolum
C0055729|product containing cilostazol
C0055729|product containing cilostazol (medicinal product)
C0055729|cilostazol product
C0055729|cilostazol (product)
C0055729|cilostazol (substance)
C0055729|cilostazol (medication)
C0055819|citric acid
C0055819|citronensäure
C0055819|product containing citric acid
C0055819|product containing citric acid (medicinal product)
C0055819|citric acid product
C0055819|acidum citricum
C0055819|ácido cítrico
C0055819|citric acid preparation
C0055819|citric acid preparation (product)
C0055819|citric acid preparation (substance)
C0055819|citric acid (substance)
C0055856|clarithromycin
C0055856|clarithromycina
C0055856|clarithromycinum
C0055856|clarithromycine
C0055856|product containing clarithromycin
C0055856|product containing clarithromycin (medicinal product)
C0055856|claritromicina
C0055856|clarithromycin product
C0055856|clarithromycin (product)
C0055856|clarithromycin (substance)
C0055856|clarith
C0055856|clarithromycin (medication)
C0055860|clavulanic acid
C0055860|acide clavulanique
C0055860|acidum clavulanicum
C0055860|product containing clavulanic acid
C0055860|product containing clavulanic acid (medicinal product)
C0055860|clavulanic acid (substance)
C0055860|ácido clavulánico
C0055860|clavulanic acid product
C0055860|clavulanic acid (product)
C0055877|clidinium
C0055877|product containing clidinium
C0055877|product containing clidinium (medicinal product)
C0055877|clidinium product
C0055877|clidinium (product)
C0055877|clidinium (substance)
C0055880|clindamycin palmitate
C0055881|clindamycin phosphate
C0055881|clindamycin (as phosphate)
C0055881|clindamycin phosphate (substance)
C0055881|clindamycin phosphate (vaginal) (medication)
C0055881|clindamycin phosphate (medication)
C0055891|clobazam
C0055891|1-phenyl-5-methyl-8-chloro-1,2,4,5- tetrahydro-2,4-diketo-3h-1,5-benzodiazepine
C0055891|clobazam [epilepsy only]
C0055891|clobazamum
C0055891|product containing clobazam
C0055891|product containing clobazam (medicinal product)
C0055891|clobazam [epilepsy only] (product)
C0055891|clobazam [epilepsy only] (substance)
C0055891|clobazam product
C0055891|clobazam (product)
C0055891|clobazam (substance)
C0055891|clobazam (medication)
C0055895|clobetasol propionate
C0055895|clobetasol 17 propionate
C0055895|clobetasol propionate [dup] (substance)
C0055895|clobetasol propionate (substance)
C0055895|clobetasol propionate (medication)
C0055899|clocortolone
C0055899|clocortolon
C0055899|clocortolona
C0055899|clocortolonum
C0055899|product containing clocortolone (medicinal product)
C0055899|product containing clocortolone
C0055899|clocortolone (substance)
C0055899|clocortolone product
C0055899|clocortolone (product)
C0055900|clocortolone pivalate
C0055900|product containing clocortolone pivalate
C0055900|product containing clocortolone pivalate (medicinal product)
C0055900|clocortolone pivalate (medication)
C0055900|clocortolone pivalate (substance)
C0055900|clocortolone pivalate product
C0055900|clocortolone pivalate (product)
C0055923|clomocycline
C0055923|product containing clomocycline (medicinal product)
C0055923|product containing clomocycline
C0055923|clomocycline product
C0055923|clomocycline (substance)
C0055930|cloperastine
C0055930|cloperastine (substance)
C0055936|cloprednol
C0055936|cloprednol (medication)
C0056057|cocoa butter
C0056057|cocoa butter (substance)
C0056096|colchiceine
C0056387|cortisol succinate
C0056387|hydrocortisone hemisuccinate
C0056387|hydrocortisone succinate
C0056391|cortisone acetate
C0056391|cortisone acetate product
C0056391|cortisone acetate preparation (product)
C0056391|cortisone acetate preparation (substance)
C0056391|cortisone acetate product (product)
C0056391|cortisone acetate product (substance)
C0056391|cortisone acetate (substance)
C0056391|cortisone acetate (medication)
C0056519|crotamiton
C0056519|crotamiton [antipruritic]
C0056519|product containing crotamiton
C0056519|product containing crotamiton (medicinal product)
C0056519|crotamiton [antipruritic] (product)
C0056519|crotamiton [antipruritic] (substance)
C0056519|crotamiton product
C0056519|crotamiton (product)
C0056519|crotamiton (substance)
C0056519|crotamiton (medication)
C0056593|cupric chloride
C0056593|copper (as cupric chloride)
C0056593|cupric chloride (medication)
C0056598|cupric oxide
C0056598|cupric oxide (medication)
C0056598|cooper (as cupric oxide)
C0056598|copper (as cupric oxide)
C0056732|cyclobenzaprine
C0056732|cyclobenzaprinum
C0056732|ciclobenzaprina
C0056732|product containing cyclobenzaprine
C0056732|product containing cyclobenzaprine (medicinal product)
C0056732|cyclobenzaprine product
C0056732|cyclobenzaprine (product)
C0056732|cyclobenzaprine (substance)
C0056831|cyclothiazide
C0056831|ciclotiazida
C0056831|ciclotiazide
C0056831|cyclothiazidum
C0056831|cyclothiazide (medication)
C0056831|cyclothiazide (substance)
C0057143|dapiprazole
C0057143|dapiprazolum
C0057143|dapiprazol
C0057143|product containing dapiprazole (medicinal product)
C0057143|product containing dapiprazole
C0057143|dapiprazole product
C0057143|dapiprazole (product)
C0057143|dapiprazole (substance)
C0057144|daptomycin
C0057144|product containing daptomycin
C0057144|product containing daptomycin (medicinal product)
C0057144|daptomicina
C0057144|daptomycine
C0057144|daptomycinum
C0057144|daptomycin product
C0057144|daptomycin (product)
C0057144|daptomycin (substance)
C0057144|daptomycin (medication)
C0057257|defibrotide
C0057257|defibrotide free acid
C0057257|product containing defibrotide (medicinal product)
C0057257|product containing defibrotide
C0057257|defibrotide product
C0057257|defibrotide (product)
C0057257|defibrotide (substance)
C0057258|deflazacort
C0057258|product containing deflazacort (medicinal product)
C0057258|product containing deflazacort
C0057258|deflazacort product
C0057258|deflazacort (product)
C0057258|deflazacort (substance)
C0057258|deflazacort (medication)
C0057361|demecarium bromide
C0057361|demecarium bromide (medication)
C0057361|demecarium bromide [dup] (substance)
C0057361|demecarium bromide (substance)
C0057420|desoxycorticosterone pivalate
C0057420|deoxycortone pivalate
C0057420|deoxycortone pivalate [no preparations]
C0057420|desoxycorticosterone pivalate (medication)
C0057420|deoxycortone pivalate [no preparations] (product)
C0057420|deoxycortone pivalate [no preparations] (substance)
C0057420|desoxycorticosterone pivalate (substance)
C0057558|desogestrel
C0057558|désogestrel
C0057558|desogestrel (medication)
C0057558|desogestrelum
C0057558|product containing desogestrel
C0057558|product containing desogestrel (medicinal product)
C0057558|desogestrel [dup] (substance)
C0057558|desogestrel preparation
C0057558|desogestrel preparation (product)
C0057558|desogestrel preparation (substance)
C0057558|desogestrel (substance)
C0057558|desogestrel product
C0057598|dexamethasone acetate
C0057598|dexamethasoni acetas
C0057598|dexamethasone acetate (medication)
C0057598|dexamethasone acetate (substance)
C0057603|dexamethasone trimethyl acetate
C0057605|dexbrompheniramine
C0057605|dexbromphéniramine
C0057605|dexbromfeniramina
C0057605|dexbrompheniraminum
C0057605|product containing dexbrompheniramine (medicinal product)
C0057605|product containing dexbrompheniramine
C0057605|dexbrompheniramine product
C0057605|dexbrompheniramine (product)
C0057605|dexbrompheniramine (substance)
C0057605|dexbrompheniramin
C0057606|dexchlorpheniramine
C0057606|product containing dexchlorpheniramine (medicinal product)
C0057606|product containing dexchlorpheniramine
C0057606|dexclorfeniramina
C0057606|dexchlorpheniramine product
C0057606|dexchlorpheniramine (product)
C0057606|dexchlorpheniramine (substance)
C0057621|dextranomer
C0057621|product containing dextranomer
C0057621|product containing dextranomer (medicinal product)
C0057621|dextranomer product
C0057621|dextranomer (product)
C0057621|dextranomer (substance)
C0057626|dezocine
C0057626|dezocina
C0057626|dezocinum
C0057626|product containing dezocine (medicinal product)
C0057626|product containing dezocine
C0057626|dezocine (medication)
C0057626|dezocine product
C0057626|dezocine product (product)
C0057626|dezocine (substance)
C0057796|dibromopropamidine isethionate
C0057796|dibrompropamidine isetionate (substance)
C0057796|dibrompropamidine isethionate
C0057796|dibromopropamidine isethionate (product)
C0057796|dibromopropamidine isethionate (substance)
C0057796|dibrompropamidine isethionate (substance)
C0057799|dibrompropamidine
C0057799|dibrompropamidine (substance)
C0057799|product containing dibromopropamidine
C0057799|product containing dibrompropamidine (medicinal product)
C0057799|product containing dibrompropamidine
C0057799|dibrompropamidine product
C0057799|dibromopropamidine (substance)
C0057799|dibromopropamidine product
C0057799|dibromopropamidine (product)
C0057916|dienogest
C0057916|19-norpregna-4,9-diene-21-nitrile, 17-hydroxy-3-oxo-, (17alpha)-
C0057916|dienogest (substance)
C0057916|dienogest product
C0057916|dienogest (product)
C0057916|product containing dienogest (medicinal product)
C0057916|product containing dienogest
C0057916|dienogestum
C0057981|difenoxin
C0057981|difenoxina
C0057981|difenoxinum
C0057981|difenoxin (substance)
C0057992|diflorasone diacetate
C0057992|diflorasone diacetate (substance)
C0057992|diflorasone diacetate (medication)
C0058012|digitalin
C0058056|dihydrocodeine
C0058056|product containing dihydrocodeine
C0058056|product containing dihydrocodeine (medicinal product)
C0058056|dihydrocodeine product
C0058056|dihydrocodeine (product)
C0058056|dihydrocodeine (substance)
C0058135|dihydroxyaluminum sodium carbonate
C0058135|dasc
C0058135|dihydroxyaluminium sodium carbonate
C0058135|dihydroxyaluminum sodium carbonate (substance)
C0058135|dihydroxyaluminum sodium carbonate (medication)
C0058181|diloxanide furoate
C0058181|product containing diloxanide furoate
C0058181|product containing diloxanide furoate (medicinal product)
C0058181|diloxanidi furoas
C0058181|diloxanide furoate (product)
C0058181|diloxanide furoate (substance)
C0058181|diloxanide furoate (medication)
C0058371|diphenidol
C0058371|difénidol
C0058371|difenidolum
C0058371|product containing difenidol
C0058371|product containing difenidol (medicinal product)
C0058371|diphenidol product
C0058371|difenidol product
C0058371|diphenidol (medication)
C0058371|difenidol (substance)
C0058371|diphenidol (substance)
C0058415|dipivefrin
C0058415|dipivéfrine
C0058415|dipivefrina
C0058415|dipivefrinum
C0058415|product containing dipivefrin (medicinal product)
C0058415|product containing dipivefrin
C0058415|dipivefrine (substance)
C0058415|product containing dipivefrine (medicinal product)
C0058415|dipivalyl adrenaline
C0058415|dipivefrin product
C0058415|dipivefrin (product)
C0058415|dipivefrin (substance)
C0058415|dpe - dipivefrin
C0058445|dirithromycin
C0058445|product containing dirithromycin
C0058445|product containing dirithromycin (medicinal product)
C0058445|dirithromycin product
C0058445|dirithromycin product (product)
C0058445|dirithromycin (substance)
C0058445|dirithromycin (medication)
C0058677|domiphen
C0058677|product containing domiphen (medicinal product)
C0058677|product containing domiphen
C0058677|domiphen product
C0058677|domiphen (product)
C0058677|domiphen (substance)
C0058731|doxycycline hyclate
C0058731|doxycycline (as hyclate)
C0058731|doxycycline hyclate (substance)
C0058731|doxycycline hyclate (medication)
C0058733|doxylamine succinate
C0058733|hypnotics doxylamine succinate (medication)
C0058733|antinauseants doxylamine succinate (medication)
C0058733|doxylamine succinate (substance)
C0058762|drotaverin
C0058762|drotaverine (substance)
C0058762|drotaverina
C0058762|drotaverinum
C0058831|dyclonine
C0058831|dycloninum
C0058831|diclonina
C0058831|dyclonin
C0058831|product containing dyclonine (medicinal product)
C0058831|product containing dyclonine
C0058831|dyclonine product
C0058831|dyclonine (product)
C0058831|dyclonine product (product)
C0058831|dyclonine (substance)
C0059446|epinephrine sulfate
C0059447|epinephryl borate
C0059447|epinephrine borate
C0059447|product containing epinephryl borate
C0059447|product containing epinephryl borate (medicinal product)
C0059447|epinephryl borate product
C0059447|epinephryl borate (product)
C0059447|epinephryl borate (substance)
C0059514|ergonovine maleate
C0059514|product containing ergometrine maleate
C0059514|product containing ergonovine maleate
C0059514|product containing ergometrine maleate (medicinal product)
C0059514|ergometrine maleate (product)
C0059514|ergometrine maleate (substance)
C0059514|ergonovine maleate preparation (product)
C0059514|ergonovine maleate preparation (substance)
C0059514|ergonovine maleate (substance)
C0059514|ergonovine maleate (product)
C0059514|ergonovine maleate (medication)
C0059561|erythromycin gluceptate
C0059561|erythromycin glucoheptonate
C0059561|erythromycin gluceptate (substance)
C0059562|erythromycin lactobionate
C0059562|product containing erythromycin lactobionate
C0059562|product containing erythromycin lactobionate (medicinal product)
C0059562|erythromycin (as lactobionate)
C0059562|erythromycin lactobionate (substance)
C0059562|erythromycin lactobionate (product)
C0059562|erythromycin lactobionate (medication)
C0059566|erythromycin stearate
C0059566|product containing erythromycin stearate
C0059566|product containing erythromycin stearate (medicinal product)
C0059566|erythromycin stearate (substance)
C0059566|erythromycin stearate (product)
C0059566|erythromycin stearate (medication)
C0059610|estradiol cypionate
C0059610|oestradiol cypionate
C0059610|estradiol 17 beta-cypionate
C0059610|estradiol cypionate preparation
C0059610|oestradiol cypionate preparation
C0059610|estradiol cypionate preparation (product)
C0059610|estradiol cypionate preparation (substance)
C0059610|estradiol cypionate (substance)
C0059610|estradiol cypionate (medication)
C0059623|estradiol valerate
C0059623|oestradiol valerate
C0059623|product containing estradiol valerate (medicinal product)
C0059623|product containing estradiol valerate
C0059623|estradiol valerate preparation (product)
C0059623|estradiol valerate preparation (substance)
C0059623|estradiol valerate preparation
C0059623|oestradiol valerate preparation
C0059623|estradiol valerate (substance)
C0059623|estradiol valerate (medication)
C0059696|ethanolamine
C0059696|monoethanolamine
C0059696|product containing ethanolamine (medicinal product)
C0059696|ethanolamine agent
C0059696|ethanolamine agent (product)
C0059696|ethanolamine agent (substance)
C0059696|ethanolamine product (product)
C0059696|ethanolamine product (substance)
C0059696|ethanolamine (substance)
C0059696|aminoethanol 02
C0059699|ethanolamine oleate
C0059699|product containing ethanolamine oleate (medicinal product)
C0059699|product containing ethanolamine oleate
C0059699|oleate de monoethanolamine
C0059699|oleato de monoetanolaminio
C0059699|monoethanolamini oleas
C0059699|monoethanolamine oleate
C0059699|ethanolamine oleate [dup] (substance)
C0059699|ethanolamine oleate product
C0059699|ethanolamine oleate (product)
C0059699|ethanolamine oleate (substance)
C0059699|ethanolamine oleate (medication)
C0059714|ethinamate
C0059714|ethinamatum
C0059714|aethinyl-cyclohexyl-carbamat
C0059714|etinamato
C0059714|ethinamate (medication)
C0059714|ethinamate (substance)
C0059725|ethoheptazine
C0059725|ethoheptazin
C0059725|ethoheptazinum
C0059725|etoheptazina
C0059725|ethoheptazine (substance)
C0059865|etodolac
C0059865|Étodolac
C0059865|etodolsäure
C0059865|etodolaco
C0059865|etodolacum
C0059865|product containing etodolac
C0059865|product containing etodolac (medicinal product)
C0059865|etodolic acid product
C0059865|etodolac product
C0059865|etodolac (product)
C0059865|etodolac product (substance)
C0059865|etodolac (substance)
C0059865|etodolac (medication)
C0059871|etofylline
C0059871|etofylline (substance)
C0059874|etoposide phosphate
C0059874|etoposide (as phosphate)
C0059874|etop
C0059874|etoposide phosphate (substance)
C0059874|etoposide phosphate (medication)
C0059985|fludarabine
C0059985|product containing fludarabine (medicinal product)
C0059985|product containing fludarabine
C0059985|fludarabina
C0059985|fludarabinum
C0059985|fludarabine product
C0059985|fludarabine (product)
C0059985|fludarabine (substance)
C0060135|felbamate
C0060135|felbamatum
C0060135|felbamato
C0060135|product containing felbamate (medicinal product)
C0060135|product containing felbamate
C0060135|felbamate product
C0060135|felbamate product (product)
C0060135|felbamate (substance)
C0060135|(3-carbamoyloxy-2-phenyl-propyl) carbamate
C0060135|felbamate (medication)
C0060179|fenofibric acid
C0060179|fenofibric acid (medication)
C0060179|product containing fenofibric acid (medicinal product)
C0060179|product containing fenofibric acid
C0060179|fenofibric acid (substance)
C0060179|fenofibric acid product
C0060179|fenofibric acid (product)
C0060180|fenoldopam
C0060180|fénoldopam
C0060180|fenoldopamum
C0060180|product containing fenoldopam (medicinal product)
C0060180|product containing fenoldopam
C0060180|fenoldopam (substance)
C0060180|fenoldopam product
C0060180|fenoldopam (product)
C0060228|ferric ammonium citrate
C0060228|product containing ferric ammonium citrate
C0060228|product containing ferric ammonium citrate (medicinal product)
C0060228|ferric ammonium citrate (medication)
C0060228|ferric ammonium citrate (substance)
C0060228|iron ammonium citrate (substance)
C0060228|ferric ammonium citrate product
C0060228|ferric ammonium citrate (product)
C0060231|ferric citrate
C0060231|iron (as ferric citrate)
C0060231|ferric citrate (as iron)
C0060231|ferric citrate (medication)
C0060231|ferric citrate product
C0060231|product containing ferric citrate
C0060231|ferric citrate (substance)
C0060231|product containing ferric citrate (medicinal product)
C0060237|ferric maltol
C0060237|ferric maltol (medication)
C0060240|ferric oxide
C0060240|iron oxide
C0060240|iron oxides
C0060240|red iron oxide
C0060240|iron oxide (red)
C0060240|iron oxide red
C0060240|ferric oxide red (iron oxide)
C0060240|red ferric oxide
C0060240|ferric oxide red
C0060240|ferric oxide,red
C0060240|iron oxide (substance)
C0060241|iron sucrose
C0060241|iron + sucrose
C0060241|ferric oxide, saccharated
C0060241|iron oxide saccharated
C0060241|iron(iii)-hydroxide sucrose complex
C0060241|product containing iron sucrose (medicinal product)
C0060241|product containing iron sucrose
C0060241|iron sucrose complex
C0060241|iron sucrose (substance)
C0060241|iron sucrose product
C0060241|iron + sucrose (product)
C0060241|iron sucrose (product)
C0060241|iron sucrose (medication)
C0060245|ferric subsulfate solution
C0060245|ferric subsulfate
C0060245|ferric subsulfate bulk liquid
C0060245|ferric subsulfate (substance)
C0060245|ferric subsulphate
C0060245|ferric subsulfate solution (obsolete)
C0060245|ferric subsulfate (medication)
C0060246|ferric sulfate
C0060274|ferumoxytol
C0060274|ferumoxytol (medication)
C0060274|product containing ferumoxytol
C0060274|product containing ferumoxytol (medicinal product)
C0060274|ferumoxytol non-stoichiometric magnetite
C0060274|ferumoxytol (substance)
C0060274|ferumoxytol product
C0060274|ferumoxytol (product)
C0060276|ferrous fumarate
C0060276|ferrous fumarate (medication)
C0060276|iron (as ferrous fumarate)
C0060276|product containing ferrous fumarate
C0060276|product containing ferrous fumarate (medicinal product)
C0060276|ferrous fumarate product
C0060276|ferrous fumarate (product)
C0060276|ferrous fumarate (substance)
C0060277|ferrous gluconate
C0060277|product containing ferrous gluconate
C0060277|product containing ferrous gluconate (medicinal product)
C0060277|iron (as ferrous gluconate)
C0060277|ferrous gluconate product
C0060277|ferrous gluconate (product)
C0060277|ferrous gluconate (substance)
C0060277|ferrous gluconate (medication)
C0060282|ferrous sulfate
C0060282|ferrous sulphate
C0060282|iron (as ferrous sulfate)
C0060282|product containing ferrous sulfate
C0060282|product containing ferrous sulfate (medicinal product)
C0060282|ferrous sulfate product
C0060282|ferrous sulfate (product)
C0060282|ferrous sulfate (substance)
C0060282|ferrous sulphate (substance)
C0060282|iron (ferrous sulfate)
C0060282|ferrous sulfate (medication)
C0060389|finasteride
C0060389|finasterida
C0060389|finasteridum
C0060389|product containing finasteride (medicinal product)
C0060389|product containing finasteride
C0060389|finasteride product
C0060389|finasteride (product)
C0060389|finasteride (substance)
C0060389|finasteride (medication)
C0060400|cefixime
C0060400|céfixime
C0060400|cefixim
C0060400|cefixima
C0060400|cefiximum
C0060400|product containing cefixime
C0060400|product containing cefixime (medicinal product)
C0060400|cefixime product
C0060400|cefixime (product)
C0060400|cefixime (substance)
C0060400|cefixime (medication)
C0060405|cefdinir
C0060405|7-(2 (2-aminothiazol-4-yl)-2-hydroxyiminoacetamido)-3-vinyl-3-cephem-4-carboxylic acid
C0060405|cefdinirum
C0060405|product containing cefdinir (medicinal product)
C0060405|product containing cefdinir
C0060405|cefdinir product
C0060405|cefdinir product (product)
C0060405|cefdinir (substance)
C0060405|cefdinir (medication)
C0060470|flosequinan
C0060470|product containing flosequinan
C0060470|product containing flosequinan (medicinal product)
C0060470|flosequinan product
C0060470|flosequinan (product)
C0060470|flosequinan (substance)
C0060477|flubendazole
C0060477|flubendazole (substance)
C0060477|flubendazole product
C0060477|flubendazole (product)
C0060477|product containing flubendazole
C0060477|product containing flubendazole (medicinal product)
C0060477|flubendazol
C0060477|flubendazolum
C0060477|flubendazole (medication)
C0060483|fludarabine phosphate
C0060483|fludarabine phosphate (substance)
C0060483|2-f-ara-amp
C0060483|fludarabine phosphate (medication)
C0060494|flumethasone pivalate
C0060494|flumethasone pivalate (medication)
C0060494|flumetasone pivalate (substance)
C0060501|flunisolide
C0060501|flunisolida
C0060501|flunisolidum
C0060501|product containing flunisolide (medicinal product)
C0060501|product containing flunisolide
C0060501|flunisolide product
C0060501|flunisolide preparation (product)
C0060501|flunisolide preparation (substance)
C0060501|flunisolide (substance)
C0060507|fluocinolone
C0060507|product containing fluocinolone
C0060507|product containing fluocinolone (medicinal product)
C0060507|fluocinolona
C0060507|fluocinolone product
C0060507|fluocinolone (product)
C0060507|fluocinolone (substance)
C0060578|flupenthixol decanoate
C0060578|flupenthixol decanoate (product)
C0060578|flupenthixol decanoate (substance)
C0060578|flupentixol decanoate (substance)
C0060580|fluphenazine decanoate
C0060580|fluphenazine depot
C0060580|product containing fluphenazine decanoate
C0060580|product containing fluphenazine decanoate (medicinal product)
C0060580|fluophenazine decanoate (substance)
C0060580|fluphenazine decanoate product
C0060580|fluphenazine decanoate (product)
C0060580|fluphenazine decanoate (substance)
C0060580|fluphenazine decanoate (medication)
C0060657|formoterol
C0060657|formoterolum
C0060657|product containing formoterol
C0060657|product containing formoterol (medicinal product)
C0060657|eformoterol (product)
C0060657|eformoterol (substance)
C0060657|formoterol product
C0060657|formoterol (product)
C0060657|formoterol (substance)
C0060692|fosfestrol
C0060692|diethylstilbestrol diphosphate
C0060692|diethylstilboestrol diphosphate
C0060692|diethylstilboestrol diphosphate preparation
C0060692|product containing diethylstilbestrol diphosphate (medicinal product)
C0060692|product containing diethylstilbestrol diphosphate
C0060692|diethylstilbestrol diphosphate (medication)
C0060692|diethylstilbestrol diphosphate preparation (product)
C0060692|diethylstilbestrol diphosphate preparation (substance)
C0060692|diethylstilbestrol diphosphate (substance)
C0060692|fosfestrol (product)
C0060692|fosfestrol product
C0060692|fosfestrol (substance)
C0060692|desp
C0060692|diethylstilbestrol diphosphate (product)
C0060692|diethylstilbestrol diphosphate product
C0060787|follitropin beta
C0060787|follitropin beta,recombinant
C0060787|folitropina beta
C0060787|follitropin beta (substance)
C0060787|recombinant human follicle stimulating hormone beta (substance)
C0060787|recombinant human follicle stimulating hormone beta (product)
C0060787|follitropin beta (medication)
C0060926|gabapentin
C0060926|gabapentine
C0060926|gabapentina
C0060926|gabapentinum
C0060926|gabapentino
C0060926|product containing gabapentin
C0060926|product containing gabapentin (medicinal product)
C0060926|gabapentin product
C0060926|gabapentin (product)
C0060926|gabapentin (substance)
C0060926|gabapentin (medication)
C0061008|gallium nitrate
C0061008|product containing gallium nitrate
C0061008|product containing gallium nitrate (medicinal product)
C0061008|gallium nitrate product
C0061008|gallium nitrate (product)
C0061008|gallium nitrate (substance)
C0061008|gallium nitrate (procedure)
C0061323|glimepiride
C0061323|glimépiride
C0061323|glimepirida
C0061323|glimepiridum
C0061323|product containing glimepiride (medicinal product)
C0061323|product containing glimepiride
C0061323|glimepride
C0061323|glimepiride product
C0061323|glimepiride (product)
C0061323|glimepiride (substance)
C0061323|glimepiride (medication)
C0061347|calcium glubionate
C0061347|calcium glubionate (substance)
C0061347|calcium glubionate (medication)
C0061472|glutamic acid
C0061472|glutamic-l acid
C0061472|product containing glutamic acid (medicinal product)
C0061472|product containing glutamic acid
C0061472|ácido glutámico
C0061472|l-glutamic acid (substance)
C0061472|glutamic acid preparation (product)
C0061472|glutamic acid preparation (substance)
C0061472|glutamic acid (substance)
C0061472|glutamic acid (medication)
C0061851|ondansetron
C0061851|product containing ondansetron
C0061851|product containing ondansetron (medicinal product)
C0061851|ondansetron product
C0061851|ondansetron (product)
C0061851|ondansetron (substance)
C0061851|ondansetron (medication)
C0061938|guanadrel
C0061938|guanadrelum
C0061938|product containing guanadrel
C0061938|product containing guanadrel (medicinal product)
C0061938|guanadrel product
C0061938|guanadrel (product)
C0061938|guanadrel (substance)
C0062092|halazepam
C0062092|halazépam
C0062092|halazepamum
C0062092|product containing halazepam (medicinal product)
C0062092|product containing halazepam
C0062092|halazepam product
C0062092|halazepam product (product)
C0062092|halazepam (substance)
C0062092|halazepam (medication)
C0062103|haloperidol decanoate
C0062103|product containing haloperidol decanoate (medicinal product)
C0062103|product containing haloperidol decanoate
C0062103|haloperidol decanoate (medication)
C0062103|haloperidol decanoate product
C0062103|haloperidol decanoate (product)
C0062103|haloperidol decanoate (substance)
C0062103|haloperidol deconoate
C0062103|haloperidol deconoate (substance)
C0062106|haloprogin
C0062106|haloprogina
C0062106|haloproginum
C0062106|haloprogine
C0062106|product containing haloprogin (medicinal product)
C0062106|product containing haloprogin
C0062106|haloprogin (medication)
C0062106|haloprogin product
C0062106|haloprogin (product)
C0062106|haloprogin (substance)
C0062587|hetacillin
C0062587|hetacilina
C0062587|hetacillinum
C0062587|hétacilline
C0062587|hetacillin (medication)
C0062587|hetacillin (substance)
C0062740|histamine phosphate
C0062740|histamine phosphate (medication)
C0062740|histamine phosphate (product)
C0062740|histamine phosphate (substance)
C0062922|homatropine
C0062922|product containing homatropine
C0062922|product containing homatropine (medicinal product)
C0062922|homatropina
C0062922|omatropina
C0062922|homatropine product
C0062922|homatropine (product)
C0062922|homatropine (substance)
C0062923|homatropine methylbromide
C0062923|methylhomatropinum bromatum
C0062923|méthylbromure d'homatropine
C0062923|metilbromuro de homatropina
C0062923|homatropini methylbromidum
C0062923|homatropine methylbromide (medication)
C0062923|homatropine methylbromide (product)
C0062923|homatropine methylbromide (substance)
C0062986|cefpirome
C0062986|product containing cefpirome
C0062986|product containing cefpirome (medicinal product)
C0062986|cefpirome product
C0062986|cefpirome (product)
C0062986|cefpirome (substance)
C0062986|cefpiroma
C0062986|cefpiromum
C0063033|huperzine a
C0063041|leflunomide
C0063041|léflunomide
C0063041|leflunomida
C0063041|leflunomidum
C0063041|product containing leflunomide
C0063041|product containing leflunomide (medicinal product)
C0063041|leflunomide product
C0063041|leflunomide (product)
C0063041|leflunomide (substance)
C0063041|leflunomide (medication)
C0063076|hydrocortisone probutate
C0063076|hydrocortisone 17-butyrate 21-propionate
C0063076|hydrocortisone buteprate
C0063076|hydrocortisone probutate (substance)
C0063076|hydrocortisone buteprate (substance)
C0063076|hydrocortisone probutate (medication)
C0063077|hydrocortisone acetate
C0063077|hydrocortisone acet [musc-skel
C0063077|hydrocortisone acetate [eye]
C0063077|hydrocortisone acetate [topic]
C0063077|hydrocortisone acetate [musculoskeletal use]
C0063077|hydrocortisone acetate [topical]
C0063077|hydrocortisone acetate (product)
C0063077|product containing hydrocortisone acetate
C0063077|product containing hydrocortisone acetate (medicinal product)
C0063077|hydrocortisone acetate [eye] (product)
